MAG_ID	Completeness	Contamination	Contigs_num	tRNA_num	rRNA_num	Quality
S133204A_bin_69	75.34	4.31	417	25	2	Medium-quality
F5354_bin_47	75.36	2.09	241	17	0	Medium-quality
QHF6-unmapped_bin_110	75.36	2.04	397	27	0	Medium-quality
BL-unmapped_bin_251	75.37	1.75	195	33	0	Medium-quality
F4390_bin_14	75.37	1.97	359	18	0	Medium-quality
F5224_bin_21	75.37	0	366	17	0	Medium-quality
F5622_bin_18	75.37	2.95	402	19	0	Medium-quality
F5184_bin_30	75.39	1.06	244	26	0	Medium-quality
Boar-s35_bin_12	75.4	0.98	66	18	0	Medium-quality
F4952_bin_24	75.4	2.6	356	14	0	Medium-quality
F5604_bin_49	75.4	1.62	386	26	1	Medium-quality
I4930_bin_12	75.4	0.74	280	20	0	Medium-quality
S114106A_bin_26	75.41	0.92	313	43	0	Medium-quality
F5457_bin_20	75.42	2.18	422	23	1	Medium-quality
LW2-s127153_bin_25	75.43	0.91	275	40	1	Medium-quality
C4974_bin_8	75.44	2.49	338	35	0	Medium-quality
F5399_bin_21	75.44	0	140	29	1	Medium-quality
Tibetan-s1400-55F_bin_20	75.44	0	147	39	0	Medium-quality
W5021_bin_18	75.44	0.89	59	33	1	Medium-quality
Tibetan-s1400-27M_bin_4	75.45	1.1	321	61	0	Medium-quality
F5014_bin_5	75.46	0.89	426	19	0	Medium-quality
F5429_bin_37	75.46	0.67	176	24	1	Medium-quality
S181206A_bin_33	75.47	0.75	341	12	2	Medium-quality
S21310A_bin_5	75.47	3.02	483	14	0	Medium-quality
W4982_bin_22	75.49	2.15	274	18	1	Medium-quality
BL-unmapped_bin_229	75.51	0.63	189	5	0	Medium-quality
F4975_bin_42	75.51	1.9	330	16	0	Medium-quality
F5355_bin_45	75.51	0.67	279	27	0	Medium-quality
F4286_bin_59	75.52	3.45	339	26	1	Medium-quality
F5239_bin_32	75.52	0.67	328	12	0	Medium-quality
S181206A_bin_32	75.52	2.06	297	31	1	Medium-quality
F5476_bin_11	75.53	0.22	265	38	1	Medium-quality
QHF6-unmapped_bin_630	75.56	0	109	25	2	Medium-quality
Tibetan-s3480-25M_bin_12	75.56	1.57	354	22	0	Medium-quality
F5505_bin_14	75.59	0.67	57	44	1	Medium-quality
Tibetan-s3800-12F_bin_21	75.59	0.68	59	54	1	Medium-quality
W5021_bin_106	75.6	0.03	37	36	3	Medium-quality
F4657_bin_41	75.61	0.32	341	25	0	Medium-quality
F5329_bin_35	75.61	2.43	291	10	10	Medium-quality
BL-unmapped_bin_66	75.62	0.67	263	16	0	Medium-quality
F4582_bin_10	75.63	1.5	270	26	0	Medium-quality
LW2-s126572_bin_18	75.66	0.71	284	18	0	Medium-quality
QHF6-unmapped_bin_272	75.67	0	54	30	0	Medium-quality
S108604B_bin_15	75.69	2.29	442	12	1	Medium-quality
Boar-s19_bin_12	75.71	0	41	32	0	Medium-quality
F4982_bin_13	75.72	1.82	51	10	0	Medium-quality
F5242_bin_6	75.72	3.02	551	22	0	Medium-quality
Duroc-High1_bin_29	75.73	4.4	321	38	3	Medium-quality
F4596_bin_19	75.73	0.34	91	20	2	Medium-quality
F4846_bin_30	75.74	1.34	292	11	0	Medium-quality
F4726_bin_43	75.75	0.06	408	17	0	Medium-quality
S124310A_bin_62	75.75	2.81	79	19	0	Medium-quality
F5186_bin_26	75.76	1.34	399	18	0	Medium-quality
QHF6-unmapped_bin_576	75.76	1.97	75	23	0	Medium-quality
Tibetan-s3480-28F_bin_19	75.76	0.1	180	37	2	Medium-quality
S127906A_bin_56	75.77	2.03	381	15	0	Medium-quality
F4679_bin_46	75.78	0.34	388	14	0	Medium-quality
F5284_bin_10	75.79	3.51	495	37	0	Medium-quality
W4930_bin_44	75.79	0	86	42	2	Medium-quality
F4948_bin_11	75.8	4.97	475	17	16	Medium-quality
F5403_bin_16	75.8	2.5	555	20	0	Medium-quality
S76602A_bin_41	75.81	0.48	107	28	1	Medium-quality
F5370_bin_20	75.82	0.48	461	23	0	Medium-quality
F5268_bin_12	75.83	3.7	162	31	0	Medium-quality
Duroc-High7_bin_40	75.84	0.98	346	24	0	Medium-quality
F4873_bin_14	75.84	1.69	58	29	0	Medium-quality
F5476_bin_47	75.84	3.59	355	22	0	Medium-quality
QHF6-unmapped_bin_444	75.84	0	97	30	1	Medium-quality
QHF6-unmapped_bin_746	75.84	1.48	257	13	0	Medium-quality
F5432_bin_76	75.85	2.52	322	10	0	Medium-quality
C4974_bin_12	75.86	1.72	230	24	0	Medium-quality
F5302_bin_33	75.87	0.87	344	22	0	Medium-quality
S28902A_bin_6	75.88	4.39	627	32	1	Medium-quality
F5606_bin_31	75.9	0.93	144	39	0	Medium-quality
Boar-s2_bin_15	75.91	0.25	127	52	0	Medium-quality
Tibetan-s3800-19M_bin_25	75.91	3.57	193	23	0	Medium-quality
F4658_bin_14	75.92	1.19	345	28	0	Medium-quality
F5014_bin_39	75.92	2.81	174	21	1	Medium-quality
F5455_bin_26	75.93	2.06	439	27	0	Medium-quality
F4987_bin_40	75.95	1.34	506	9	0	Medium-quality
QHF6-unmapped_bin_481	75.95	1.01	165	19	0	Medium-quality
S113504B_bin_9	75.95	3.55	680	42	2	Medium-quality
S127912A_bin_24	75.95	0.12	190	40	2	Medium-quality
S31914B_bin_16	75.96	1.79	327	14	0	Medium-quality
F5173_bin_26	75.98	3.66	141	35	0	Medium-quality
F5309_bin_65	75.99	2.83	362	24	0	Medium-quality
F5359_bin_13	75.99	2.21	531	24	2	Medium-quality
F4962_bin_53	76	2.67	79	20	0	Medium-quality
F5084_bin_33	76.01	0	372	20	0	Medium-quality
LW2-s126575_bin_18	76.01	3.52	449	23	1	Medium-quality
F5617_bin_19	76.02	0.53	334	19	1	Medium-quality
C4974_bin_38	76.03	0.07	54	37	2	Medium-quality
S124310A_bin_20	76.03	2.27	625	26	0	Medium-quality
S31914B_bin_14	76.03	2.48	507	31	1	Medium-quality
Duroc-High6_bin_38	76.04	1.01	275	27	0	Medium-quality
F4460_bin_12	76.04	1.83	249	28	0	Medium-quality
F5635_bin_57	76.06	3.3	225	18	1	Medium-quality
C4975_bin_40	76.07	0.85	122	16	0	Medium-quality
F4878_bin_28	76.07	0.84	245	13	0	Medium-quality
Duroc-High6_bin_60	76.11	2.94	410	15	1	Medium-quality
F5141_bin_1	76.11	2.42	530	19	0	Medium-quality
F4331_bin_22	76.12	0.36	270	21	1	Medium-quality
F5453_bin_46	76.12	1.67	250	26	1	Medium-quality
F4890_bin_46	76.13	2.27	374	32	0	Medium-quality
F5186_bin_44	76.14	1.11	199	29	1	Medium-quality
F5604_bin_27	76.14	0.67	278	21	2	Medium-quality
Tibetan-s1400-58M_bin_17	76.14	0.34	79	24	0	Medium-quality
LW1-s151246_bin_30	76.16	0.22	45	38	1	Medium-quality
I5640_bin_1	76.17	0.57	465	32	0	Medium-quality
F4580_bin_1	76.18	0.7	300	27	1	Medium-quality
F5205_bin_10	76.2	1.75	44	28	0	Medium-quality
Tibetan-s3800-19M_bin_12	76.2	0.54	225	23	1	Medium-quality
F4976_bin_11	76.22	3.03	708	31	0	Medium-quality
F5634_bin_69	76.22	2.8	318	22	0	Medium-quality
S133204A_bin_37	76.24	4.61	322	15	0	Medium-quality
C4950_bin_13	76.26	0.95	384	45	0	Medium-quality
F5612_bin_45	76.27	1.88	239	7	4	Medium-quality
F5046_bin_3	76.28	2.57	66	34	0	Medium-quality
F5298_bin_35	76.28	1.19	285	20	1	Medium-quality
Tibetan-s3800-48F_bin_23	76.29	1.01	307	37	1	Medium-quality
Duroc-Low6_bin_37	76.3	1.42	189	60	3	Medium-quality
F4390_bin_58	76.3	1.73	410	28	3	Medium-quality
Tibetan-s1400-38F_bin_6	76.31	4.93	240	54	2	Medium-quality
F5058_bin_47	76.32	0	73	29	1	Medium-quality
F5570_bin_22	76.32	0.35	271	20	1	Medium-quality
W5021_bin_56	76.34	1.41	93	25	0	Medium-quality
F4952_bin_13	76.35	1.51	215	46	1	Medium-quality
S80312B_bin_16	76.35	1.2	458	18	0	Medium-quality
F4978_bin_26	76.36	1.6	625	27	0	Medium-quality
F5432_bin_16	76.36	0	391	19	0	Medium-quality
S159812A_bin_11	76.36	1.34	266	28	3	Medium-quality
Duroc.SH-FCR.HF2_bin_14	76.37	1.64	532	9	0	Medium-quality
F4664_bin_30	76.37	1.65	203	34	0	Medium-quality
F4894_bin_24	76.38	3.08	273	27	1	Medium-quality
QHF6-unmapped_bin_593	76.38	1.71	210	29	0	Medium-quality
S60108B_bin_36	76.38	1.86	511	32	0	Medium-quality
Tibetan-s3480-40M_bin_16	76.38	0.96	367	39	2	Medium-quality
Boar-s8_bin_15	76.39	2.68	349	19	0	Medium-quality
QHF6-unmapped_bin_172	76.39	1.17	132	13	0	Medium-quality
Tibetan-s3800-12F_bin_1	76.4	0	195	32	1	Medium-quality
S108604B_bin_30	76.41	1.58	385	24	0	Medium-quality
F4690_bin_45	76.45	1.13	251	57	2	Medium-quality
F4960_bin_6	76.45	2.86	584	26	0	Medium-quality
F4976_bin_23	76.45	0.67	360	20	0	Medium-quality
Tibetan-s1400-38F_bin_16	76.45	1.94	394	70	1	Medium-quality
Tibetan-s3480-3M_bin_4	76.46	3.85	558	20	0	Medium-quality
C4979_bin_50	76.48	1.48	452	10	1	Medium-quality
S96308A_bin_23	76.48	2.2	316	31	0	Medium-quality
C4978_bin_52	76.49	3.51	362	25	0	Medium-quality
Duroc-Low8_bin_6	76.49	2.25	303	40	2	Medium-quality
F4873_bin_47	76.49	0.89	244	20	0	Medium-quality
S127912B_bin_26	76.49	0	215	17	0	Medium-quality
S96308A_bin_41	76.49	3.33	448	12	0	Medium-quality
F4969_bin_25	76.5	0	202	33	0	Medium-quality
LW2-s127153_bin_7	76.5	0.81	417	25	0	Medium-quality
F5570_bin_37	76.52	4.49	243	20	1	Medium-quality
S41004B_bin_39	76.52	1.24	354	25	0	Medium-quality
Tibetan-s3800-48F_bin_19	76.52	3.41	1042	28	0	Medium-quality
F5250_bin_34	76.53	0.58	399	31	0	Medium-quality
F5629_bin_10	76.53	0.91	459	40	1	Medium-quality
Laiwu-LwCeLe_bin_14	76.53	0.16	152	26	1	Medium-quality
Boar-s10_bin_39	76.54	0.86	289	16	1	Medium-quality
Duroc-Low7_bin_15	76.55	2.31	446	24	1	Medium-quality
F4286_bin_13	76.55	2.1	111	31	1	Medium-quality
F4690_bin_87	76.55	5	409	16	0	Medium-quality
F5457_bin_44	76.55	1.48	363	19	0	Medium-quality
F4997_bin_24	76.56	1.81	752	36	1	Medium-quality
F5256_bin_2	76.56	0.89	99	30	0	Medium-quality
F5524_bin_13	76.56	2.15	420	18	0	Medium-quality
F5153_bin_22	76.58	2.01	299	23	0	Medium-quality
Boar-s22_bin_28	76.6	0.71	336	32	1	Medium-quality
Duroc-High8_bin_44	76.6	0	219	27	0	Medium-quality
F5417_bin_27	76.6	1.01	371	26	0	Medium-quality
F5158_bin_55	76.61	1.79	320	32	0	Medium-quality
Duroc-Low8_bin_29	76.62	1.24	205	17	0	Medium-quality
F4948_bin_31	76.62	4.47	531	21	0	Medium-quality
F5502_bin_35	76.63	0.34	209	31	0	Medium-quality
F5602_bin_14	76.63	0.88	360	31	0	Medium-quality
S75706B_bin_30	76.63	1.96	472	37	0	Medium-quality
S58506A_bin_19	76.64	2.59	376	23	1	Medium-quality
S72204A_bin_16	76.64	2.01	247	11	1	Medium-quality
F5113_bin_30	76.65	3.19	328	11	2	Medium-quality
F5500_bin_4	76.65	0.95	349	36	0	Medium-quality
F5512_bin_47	76.65	1.88	323	39	1	Medium-quality
F5242_bin_36	76.66	0.2	210	19	2	Medium-quality
F5380_bin_30	76.66	1.52	810	30	0	Medium-quality
F5256_bin_39	76.67	3.38	495	42	1	Medium-quality
LW1-s151760_bin_23	76.68	0.71	465	32	0	Medium-quality
F4979_bin_39	76.69	1.61	489	30	4	Medium-quality
C4978_bin_28	76.75	2.35	370	15	1	Medium-quality
F4690_bin_93	76.75	0.56	268	17	1	Medium-quality
BL-unmapped_bin_55	76.76	2.48	298	20	0	Medium-quality
S21310A_bin_26	76.77	4.82	408	32	1	Medium-quality
Tibetan-s3480-16M_bin_5	76.77	2.94	561	27	0	Medium-quality
F5355_bin_3	76.78	2.8	377	23	1	Medium-quality
F5574_bin_35	76.78	1.17	201	18	0	Medium-quality
S75706A_bin_16	76.79	0	466	25	1	Medium-quality
F5323_bin_36	76.82	1.72	544	23	1	Medium-quality
F5352_bin_42	76.82	1.56	354	21	1	Medium-quality
S118306B_bin_31	76.83	1.34	294	17	0	Medium-quality
F5422_bin_36	76.84	1.99	175	30	0	Medium-quality
F5486_bin_14	76.84	0.88	322	42	0	Medium-quality
Tibetan-s3800-53F_bin_5	76.84	2.59	301	39	2	Medium-quality
S124310A_bin_36	76.85	1.9	442	28	0	Medium-quality
F5610_bin_12	76.86	1.14	294	26	3	Medium-quality
Tibetan-s3800-18M_bin_14	76.87	0.49	121	31	0	Medium-quality
BL-unmapped_bin_308	76.92	1.57	84	32	0	Medium-quality
F4580_bin_19	76.92	1.16	218	37	24	Medium-quality
QHF6-unmapped_bin_682	76.92	2.35	224	19	0	Medium-quality
Tibetan-s1400-55F_bin_3	76.92	1.1	226	32	0	Medium-quality
BL-unmapped_bin_61	76.93	1.53	451	21	0	Medium-quality
F5181_bin_63	76.93	1.24	351	32	1	Medium-quality
Boar-s4_bin_15	76.95	0.32	127	37	1	Medium-quality
F4724_bin_18	76.95	3.97	469	40	0	Medium-quality
F5218_bin_11	76.97	2.42	332	22	0	Medium-quality
Duroc-Low6_bin_23	76.99	0.13	519	36	0	Medium-quality
F5018_bin_81	77	3.49	278	32	3	Medium-quality
Boar-s7_bin_24	77.01	1.56	258	30	0	Medium-quality
F5634_bin_49	77.02	0.66	362	23	0	Medium-quality
I4930_bin_8	77.02	2.38	438	33	0	Medium-quality
LW1-s151714_bin_1	77.03	2.03	687	31	1	Medium-quality
Tibetan-s3480-28F_bin_3	77.03	2.78	189	20	0	Medium-quality
F5229_bin_4	77.05	2.75	468	35	0	Medium-quality
F5634_bin_38	77.06	1.01	236	15	4	Medium-quality
F4924_bin_13	77.07	0	308	26	0	Medium-quality
F4960_bin_66	77.09	0.88	196	37	0	Medium-quality
S95008B_bin_38	77.09	0	242	14	0	Medium-quality
C4975_bin_21	77.1	2.86	394	33	1	Medium-quality
F5018_bin_7	77.1	1.29	297	60	3	Medium-quality
S57008B_bin_14	77.1	0	333	17	0	Medium-quality
I5640_bin_7	77.11	1.41	278	59	1	Medium-quality
Duroc.SH-FCR.HF4_bin_14	77.12	4.08	584	27	0	Medium-quality
F4952_bin_21	77.12	1.2	588	30	19	Medium-quality
I5640_bin_17	77.12	3.86	298	12	1	Medium-quality
F4878_bin_29	77.13	1.19	185	22	1	Medium-quality
S21104B_bin_29	77.13	0.94	341	19	1	Medium-quality
S127906A_bin_29	77.15	2.57	528	16	1	Medium-quality
F5372_bin_40	77.16	4.03	373	29	2	Medium-quality
BL-unmapped_bin_290	77.17	4.34	118	18	0	Medium-quality
BL-unmapped_bin_238	77.2	1.32	232	30	0	Medium-quality
S136810A_bin_43	77.2	0.8	55	16	0	Medium-quality
F4661_bin_56	77.21	1.3	497	21	0	Medium-quality
F4983_bin_13	77.22	1.05	100	24	1	Medium-quality
BL-unmapped_bin_223	77.23	0	206	17	1	Medium-quality
QHF6-unmapped_bin_243	77.23	0.96	120	20	0	Medium-quality
W4950_bin_6	77.23	1.01	166	33	2	Medium-quality
F4286_bin_41	77.24	4.13	537	32	0	Medium-quality
F5634_bin_47	77.25	2.88	261	37	0	Medium-quality
Tibetan-s3800-53F_bin_18	77.25	2.23	411	33	0	Medium-quality
F5054_bin_6	77.28	1.03	244	38	1	Medium-quality
Boar-s11_bin_37	77.29	1.07	354	12	0	Medium-quality
F5331_bin_16	77.29	3.83	546	26	2	Medium-quality
F5359_bin_37	77.31	1.12	82	17	0	Medium-quality
F5509_bin_28	77.33	0	30	15	0	Medium-quality
F5511_bin_54	77.36	0.91	376	38	0	Medium-quality
LW1-s151433_bin_37	77.37	2.07	584	36	2	Medium-quality
Tibetan-s3800-26F_bin_2	77.37	2.27	298	37	2	Medium-quality
BL-unmapped_bin_278	77.38	4.47	390	23	1	Medium-quality
F4460_bin_41	77.41	0.12	230	40	3	Medium-quality
F5054_bin_20	77.41	0.16	145	46	1	Medium-quality
F5181_bin_31	77.41	4.36	427	16	0	Medium-quality
Duroc-High2_bin_3	77.42	3.29	247	29	1	Medium-quality
F4948_bin_37	77.42	2.49	362	11	0	Medium-quality
S58506A_bin_53	77.42	0.43	330	19	1	Medium-quality
F5290_bin_28	77.43	1.89	404	19	0	Medium-quality
F5622_bin_14	77.44	2.66	348	25	0	Medium-quality
F4701_bin_14	77.45	1.42	464	42	0	Medium-quality
F5108_bin_28	77.45	0.67	214	29	0	Medium-quality
F5511_bin_21	77.45	2.77	282	27	0	Medium-quality
S28902A_bin_30	77.46	4.76	383	17	0	Medium-quality
BL-unmapped_bin_257	77.47	3.91	189	19	0	Medium-quality
F5352_bin_39	77.5	0.23	153	28	0	Medium-quality
S108604B_bin_13	77.5	2.36	226	31	0	Medium-quality
Duroc-Low1_bin_15	77.51	0	395	22	1	Medium-quality
I5640_bin_23	77.52	2.13	560	31	0	Medium-quality
S28902A_bin_33	77.52	2.57	319	39	0	Medium-quality
Duroc-Low3_bin_35	77.53	3.03	172	17	1	Medium-quality
Tibetan-s3800-8M_bin_9	77.53	0.12	64	49	3	Medium-quality
F4981_bin_33	77.54	1.29	127	30	1	Medium-quality
F5399_bin_12	77.55	2.91	262	18	0	Medium-quality
Boar-s5_bin_23	77.56	3.04	334	32	1	Medium-quality
Boar-s7_bin_39	77.56	0.24	323	28	1	Medium-quality
Tibetan-s3480-25M_bin_1	77.57	1.96	455	27	1	Medium-quality
Duroc-High4_bin_32	77.59	1.72	371	32	0	Medium-quality
F5606_bin_16	77.6	0	121	21	0	Medium-quality
F4960_bin_2	77.64	0	27	25	0	Medium-quality
F5218_bin_75	77.64	4.47	338	34	0	Medium-quality
F5114_bin_39	77.66	1.23	146	26	0	Medium-quality
F5497_bin_27	77.66	1.36	272	35	5	Medium-quality
Boar-s35_bin_42	77.7	2.26	541	15	0	Medium-quality
F5447_bin_45	77.7	3.19	441	20	0	Medium-quality
F4958_bin_37	77.71	0.79	422	29	0	Medium-quality
C4936_bin_11	77.73	2.99	181	26	1	Medium-quality
F5115_bin_77	77.75	0.67	385	31	0	Medium-quality
S101306A_bin_36	77.75	4.03	360	22	0	Medium-quality
F4375_bin_24	77.78	2.92	158	47	0	Medium-quality
Boar-s18_bin_4	77.79	2.21	322	18	1	Medium-quality
S71402B_bin_2	77.79	1.5	498	33	0	Medium-quality
W5021_bin_45	77.8	0.72	264	17	1	Medium-quality
F5141_bin_60	77.81	0.54	352	10	0	Medium-quality
S142704B_bin_3	77.81	1.67	369	22	1	Medium-quality
F4930_bin_18	77.83	0.23	379	18	0	Medium-quality
Duroc-High4_bin_35	77.84	3.89	498	21	0	Medium-quality
Duroc.SH-FCR.LF4_bin_7	77.84	1.47	348	29	0	Medium-quality
F4554_bin_39	77.84	3.13	522	21	2	Medium-quality
F5179_bin_33	77.85	1.33	367	36	1	Medium-quality
Boar-s7_bin_3	77.86	1.71	304	47	1	Medium-quality
F4981_bin_60	77.86	1.17	345	33	1	Medium-quality
F5309_bin_63	77.86	3.36	460	20	0	Medium-quality
LW1-s150971_bin_19	77.88	0.23	596	55	1	Medium-quality
QHF6-unmapped_bin_214	77.88	2.53	266	31	0	Medium-quality
F4903_bin_53	77.9	2.55	325	16	0	Medium-quality
F5018_bin_67	77.9	1.38	266	16	1	Medium-quality
F5205_bin_22	77.9	1.25	211	28	1	Medium-quality
F5497_bin_52	77.9	2.55	426	23	0	Medium-quality
F5629_bin_14	77.9	3.42	293	36	0	Medium-quality
QHF6-unmapped_bin_575	77.9	3.2	256	14	0	Medium-quality
Boar-s11_bin_31	77.91	0.92	395	22	0	Medium-quality
F5366_bin_2	77.91	1.9	434	25	0	Medium-quality
S77806A_bin_18	77.92	1.05	659	34	0	Medium-quality
F4872_bin_50	77.94	1.23	168	38	1	Medium-quality
F4372_bin_25	77.95	0.7	51	32	0	Medium-quality
S60108A_bin_34	77.95	3.06	508	25	0	Medium-quality
F4436_bin_2	77.96	2.1	321	31	0	Medium-quality
F5380_bin_29	77.97	0.85	165	26	1	Medium-quality
S108604B_bin_19	77.98	0.72	291	17	0	Medium-quality
F4981_bin_12	78	3.58	552	19	0	Medium-quality
F5286_bin_6	78	2.8	425	6	10	Medium-quality
S76602A_bin_36	78.01	3.24	482	25	0	Medium-quality
Tibetan-s3800-12F_bin_27	78.02	0	29	32	0	Medium-quality
Tibetan-s3800-18M_bin_2	78.02	2.05	232	17	0	Medium-quality
F5332_bin_33	78.05	2.82	351	35	0	Medium-quality
F5350_bin_30	78.05	1.73	316	35	1	Medium-quality
Boar-s18_bin_9	78.06	1.24	308	29	1	Medium-quality
QHF6-unmapped_bin_619	78.06	1.28	178	36	0	Medium-quality
F5256_bin_10	78.11	0	397	18	1	Medium-quality
F5113_bin_12	78.12	4.17	898	27	2	Medium-quality
F5622_bin_32	78.12	1.04	378	36	0	Medium-quality
I5640_bin_16	78.12	0.34	350	19	0	Medium-quality
S58506A_bin_36	78.12	2.02	310	22	0	Medium-quality
S58506A_bin_45	78.12	0.89	84	41	1	Medium-quality
F5399_bin_33	78.15	0.71	264	19	1	Medium-quality
QHF6-unmapped_bin_664	78.15	0.62	111	19	0	Medium-quality
S127906B_bin_24	78.15	1.49	480	10	0	Medium-quality
C4979_bin_1	78.17	0.24	231	33	1	Medium-quality
F5449_bin_12	78.18	3.87	36	32	0	Medium-quality
F5485_bin_15	78.18	2.15	101	31	1	Medium-quality
F5202_bin_14	78.21	3.21	350	35	1	Medium-quality
F5604_bin_31	78.21	4.35	305	36	0	Medium-quality
S64110B_bin_15	78.21	3.49	375	36	1	Medium-quality
QHF6-unmapped_bin_115	78.22	2.57	150	33	0	Medium-quality
S38404A_bin_7	78.23	2.41	432	20	0	Medium-quality
QHF6-unmapped_bin_323	78.24	0.67	193	26	0	Medium-quality
S127912B_bin_4	78.24	2.54	135	45	1	Medium-quality
F4650_bin_30	78.25	1.14	498	26	1	Medium-quality
F5432_bin_23	78.25	0.03	322	16	0	Medium-quality
F4375_bin_34	78.26	0	312	13	0	Medium-quality
Duroc-Low4_bin_42	78.28	1.69	180	38	1	Medium-quality
F4390_bin_62	78.28	2.18	291	24	0	Medium-quality
F5450_bin_4	78.28	0.29	244	21	0	Medium-quality
C5039_bin_37	78.29	2.64	454	14	0	Medium-quality
F4706_bin_15	78.29	3.52	758	29	0	Medium-quality
F5113_bin_23	78.29	2.13	320	16	0	Medium-quality
QHF6-unmapped_bin_128	78.29	2.36	271	31	0	Medium-quality
F4908_bin_60	78.3	3.77	252	39	4	Medium-quality
F5355_bin_16	78.31	0.59	513	27	1	Medium-quality
QHF6-unmapped_bin_143	78.31	2.03	122	42	1	Medium-quality
Duroc-Low3_bin_28	78.33	1.78	273	36	0	Medium-quality
S76602A_bin_14	78.33	1.47	264	26	0	Medium-quality
Tibetan-s3480-29M_bin_4	78.34	4.29	565	33	1	Medium-quality
S133204A_bin_66	78.4	0.67	280	27	1	Medium-quality
F5440_bin_20	78.43	2.22	610	16	0	Medium-quality
F5186_bin_43	78.44	3.95	374	32	0	Medium-quality
F4372_bin_16	78.45	1.72	110	36	2	Medium-quality
S64110B_bin_19	78.45	3.67	327	30	0	Medium-quality
F4563_bin_1	78.47	0	231	23	0	Medium-quality
F5155_bin_6	78.48	1	165	34	1	Medium-quality
F5175_bin_14	78.48	3.35	523	16	0	Medium-quality
F4864_bin_21	78.49	3.69	322	17	1	Medium-quality
F5179_bin_29	78.49	3.37	288	26	0	Medium-quality
QHF6-unmapped_bin_536	78.49	2.01	190	15	0	Medium-quality
S46608B_bin_39	78.51	0	404	32	0	Medium-quality
S21310A_bin_38	78.52	3.91	464	28	0	Medium-quality
W4930_bin_47	78.59	1.14	322	21	1	Medium-quality
Boar-s23_bin_41	78.6	1.83	52	31	0	Medium-quality
F4954_bin_33	78.62	0	176	28	1	Medium-quality
F5512_bin_52	78.63	0.08	131	27	0	Medium-quality
LW1-s151116_bin_23	78.63	1.28	358	40	0	Medium-quality
Duroc.SH-FCR.HF2_bin_28	78.66	0.08	152	38	1	Medium-quality
F4945_bin_22	78.68	2.09	261	27	5	Medium-quality
S76602A_bin_28	78.69	0.4	463	20	0	Medium-quality
F5434_bin_45	78.72	1.61	321	13	0	Medium-quality
BL-unmapped_bin_95	78.73	1.36	254	11	0	Medium-quality
F5268_bin_4	78.73	4.49	154	31	0	Medium-quality
LW2-s126610_bin_40	78.74	3.69	150	37	1	Medium-quality
F4554_bin_27	78.75	2.68	244	30	6	Medium-quality
F4660_bin_37	78.75	1.57	311	21	0	Medium-quality
F5071_bin_30	78.76	0.94	268	28	0	Medium-quality
F5176_bin_47	78.76	1.35	493	26	0	Medium-quality
F5381_bin_25	78.76	1.7	279	24	0	Medium-quality
F5141_bin_34	78.77	2.01	227	22	0	Medium-quality
F5186_bin_17	78.77	0.79	537	23	0	Medium-quality
F5230_bin_20	78.77	0.67	461	20	0	Medium-quality
F4952_bin_11	78.78	0	43	23	0	Medium-quality
Duroc-High8_bin_40	78.83	3.43	204	22	0	Medium-quality
F5054_bin_21	78.83	2.24	475	36	1	Medium-quality
S46608A_bin_49	78.84	0.11	131	36	2	Medium-quality
F4669_bin_37	78.88	2.51	488	12	0	Medium-quality
BL-unmapped_bin_244	78.89	1.34	179	23	1	Medium-quality
Duroc-Low3_bin_31	78.89	0.68	88	38	0	Medium-quality
F5244_bin_44	78.9	1.9	345	22	0	Medium-quality
S101306A_bin_27	78.9	4.85	272	11	1	Medium-quality
F4873_bin_42	78.91	1.61	199	40	1	Medium-quality
Tibetan-s1400-55F_bin_2	78.91	0	196	28	1	Medium-quality
Duroc-High3_bin_46	78.92	2.96	561	26	1	Medium-quality
S77806A_bin_8	78.92	2.2	396	28	0	Medium-quality
F4659_bin_26	78.94	0.69	367	17	1	Medium-quality
F5419_bin_24	78.94	2.06	362	30	4	Medium-quality
F5084_bin_23	78.96	0.74	333	23	0	Medium-quality
F5350_bin_25	78.97	1.36	214	38	1	Medium-quality
F5487_bin_19	78.97	1.29	198	21	0	Medium-quality
F5184_bin_35	78.99	2.28	417	35	2	Medium-quality
Tibetan-s1400-30F_bin_3	78.99	1.39	444	21	0	Medium-quality
F5604_bin_8	79	2.77	451	28	1	Medium-quality
LW1-s151260_bin_17	79	2.69	470	29	2	Medium-quality
W5021_bin_99	79	1.48	478	26	0	Medium-quality
F5138_bin_11	79.02	0.22	55	30	0	Medium-quality
F5153_bin_23	79.02	0.23	380	39	3	Medium-quality
F5111_bin_4	79.03	0.7	334	22	0	Medium-quality
F4675_bin_29	79.04	0.78	315	12	0	Medium-quality
F4954_bin_45	79.05	1.71	234	45	2	Medium-quality
F5224_bin_62	79.07	0	358	26	1	Medium-quality
QHF6-unmapped_bin_556	79.07	4.41	201	26	0	Medium-quality
F4941_bin_36	79.08	5	517	34	1	Medium-quality
S159812A_bin_8	79.09	3.69	387	25	0	Medium-quality
Duroc.SH-FCR.HM4_bin_12	79.1	0.04	423	42	3	Medium-quality
S114106B_bin_26	79.1	2.68	413	17	1	Medium-quality
F4692_bin_25	79.12	0	227	15	1	Medium-quality
F5071_bin_60	79.13	4.08	154	30	0	Medium-quality
F5140_bin_21	79.13	0.34	271	31	0	Medium-quality
F5497_bin_51	79.14	0.87	284	15	0	Medium-quality
Boar-s5_bin_28	79.16	1.01	380	24	0	Medium-quality
